u50,v50,u100,v100,r50,d50,r100,d100,r_log,r_lin
5.79,0.84,6.2,0.88,5.85,261.74,6.26,261.97,6.13,6.1
6.23,1.09,6.61,1.13,6.33,260.07,6.71,260.34,6.58,6.56
6.48,1.68,6.89,1.75,6.69,255.44,7.11,255.75,6.97,6.94
6.54,2.06,6.95,2.12,6.86,252.54,7.27,253.0,7.14,7.1
6.6,2.37,7.05,2.47,7.02,250.26,7.47,250.67,7.32,7.29
7.04,2.74,7.51,2.88,7.55,248.69,8.05,249.02,7.89,7.85
6.04,2.96,6.52,3.13,6.73,243.89,7.23,244.34,7.07,7.03
5.33,4.24,5.74,4.44,6.81,231.48,7.26,232.23,7.11,7.08
3.39,6.45,3.76,6.79,7.29,207.71,7.76,209.0,7.61,7.57
-0.53,8.65,-0.36,9.43,8.66,176.47,9.44,177.81,9.19,9.13
-1.03,6.67,-0.96,7.74,6.75,171.24,7.79,172.94,7.46,7.38
-1.65,5.17,-1.68,6.27,5.43,162.33,6.49,165.0,6.15,6.07
-1.28,3.9,-1.14,4.96,4.1,161.83,5.09,167.06,4.77,4.69
-0.76,2.78,-0.31,3.63,2.88,164.67,3.65,175.08,3.4,3.34
-0.55,1.66,-0.0,2.37,1.74,161.63,2.37,179.99,2.17,2.12
-1.11,0.4,-0.66,1.22,1.18,109.89,1.39,151.62,1.32,1.3
-0.35,-0.58,-0.1,0.45,0.67,31.02,0.46,166.97,0.53,0.55
0.2,-1.11,0.17,-0.01,1.13,349.89,0.17,274.89,0.48,0.55
0.17,-1.45,0.03,-0.39,1.46,353.34,0.39,354.91,0.74,0.82
-0.01,-2.26,-0.25,-1.3,2.26,0.33,1.32,10.9,1.62,1.7
0.96,-1.07,0.69,-0.28,1.44,318.17,0.74,292.51,0.97,1.02
1.04,0.01,1.35,0.59,1.04,269.59,1.47,246.35,1.33,1.3
0.68,1.12,0.75,1.19,1.31,211.35,1.4,212.27,1.37,1.37
0.84,2.31,0.94,2.44,2.46,200.03,2.62,201.12,2.57,2.55
1.37,3.12,1.47,3.22,3.41,203.7,3.54,204.56,3.5,3.49
1.28,3.37,1.38,3.51,3.6,200.78,3.77,201.51,3.72,3.7
0.4,3.06,0.47,3.16,3.08,187.52,3.19,188.5,3.16,3.15
0.15,2.9,0.19,2.97,2.91,183.03,2.98,183.61,2.96,2.95
0.49,3.31,0.6,3.37,3.34,188.51,3.43,190.04,3.4,3.39
