u50,v50,u100,v100,r50,d50,r100,d100,r_log,r_lin
-3.37,4.9,-3.54,4.96,5.95,145.5,6.09,144.54,6.12,6.12
-2.93,4.15,-3.04,4.19,5.09,144.77,5.17,144.06,5.18,5.19
-1.93,4.31,-2.0,4.37,4.72,155.83,4.81,155.43,4.82,4.83
-1.69,4.71,-1.72,4.81,5.01,160.3,5.11,160.3,5.13,5.13
-1.12,3.72,-1.12,3.71,3.88,163.16,3.88,163.15,3.88,3.88
-0.38,3.65,-0.34,3.65,3.67,174.14,3.67,174.69,3.67,3.67
0.06,4.56,0.1,4.63,4.56,180.79,4.63,181.22,4.64,4.64
-0.25,4.84,-0.25,4.94,4.84,177.04,4.94,177.1,4.96,4.96
-1.0,4.99,-1.06,5.16,5.09,168.72,5.27,168.37,5.29,5.3
-2.43,4.36,-2.63,4.67,4.99,150.89,5.36,150.57,5.41,5.43
-3.17,5.68,-3.79,6.88,6.51,150.86,7.86,151.19,8.04,8.13
-3.85,5.56,-4.74,6.9,6.76,145.3,8.37,145.51,8.6,8.7
-3.6,5.59,-4.6,7.0,6.65,147.22,8.38,146.7,8.61,8.72
-3.14,8.61,-3.79,10.09,9.17,159.97,10.78,159.39,11.0,11.1
-3.11,9.27,-3.66,10.75,9.78,161.46,11.36,161.19,11.57,11.67
-2.67,9.02,-3.26,10.63,9.4,163.49,11.12,162.96,11.36,11.47
-3.76,8.58,-4.59,10.16,9.37,156.33,11.15,155.69,11.39,11.51
-4.29,7.77,-5.29,9.25,8.87,151.12,10.65,150.25,10.9,11.01
-4.01,7.9,-4.88,9.38,8.86,153.07,10.57,152.52,10.8,10.91
-3.64,8.02,-4.5,9.54,8.81,155.62,10.55,154.74,10.78,10.89
-3.54,8.05,-4.34,9.54,8.8,156.25,10.48,155.53,10.71,10.81
-3.39,8.47,-3.84,9.33,9.13,158.18,10.09,157.63,10.22,10.28
-5.39,8.17,-5.8,8.57,9.79,146.57,10.35,145.9,10.43,10.46
-6.39,7.26,-6.77,7.63,9.68,138.65,10.2,138.44,10.27,10.31
-6.95,6.33,-7.39,6.63,9.4,132.32,9.93,131.9,10.01,10.04
-7.48,5.71,-7.93,6.04,9.41,127.32,9.97,127.32,10.05,10.08
-7.3,4.83,-7.74,5.11,8.75,123.52,9.27,123.41,9.35,9.38
-5.99,4.49,-6.33,4.7,7.49,126.88,7.88,126.57,7.94,7.96
-5.12,3.68,-5.32,3.82,6.31,125.75,6.55,125.68,6.59,6.6
-2.5,3.62,-2.56,3.69,4.4,145.42,4.49,145.21,4.5,4.51
-1.37,2.88,-1.37,2.88,3.19,154.45,3.19,154.45,3.19,3.19
-3.12,3.93,-3.26,4.0,5.02,141.57,5.16,140.83,5.18,5.19
-4.68,4.74,-4.95,4.97,6.66,135.38,7.01,135.15,7.06,7.09
-5.7,3.65,-6.21,3.92,6.77,122.6,7.35,122.24,7.43,7.46
