u50,v50,u100,v100,r50,d50,r100,d100,r_log,r_lin
-0.81,1.99,-0.85,2.06,2.15,157.81,2.23,157.72,2.24,2.24
-3.62,2.58,-3.72,2.69,4.44,125.52,4.59,125.85,4.61,4.62
-3.89,3.18,-4.0,3.28,5.03,129.23,5.17,129.38,5.19,5.2
-4.18,4.05,-4.28,4.19,5.82,134.07,5.99,134.36,6.01,6.02
-4.33,4.67,-4.47,4.85,6.37,137.16,6.59,137.31,6.62,6.64
-4.17,6.41,-4.35,6.69,7.65,146.96,7.98,147.0,8.02,8.04
-3.8,6.63,-3.97,6.94,7.64,150.2,8.0,150.23,8.04,8.07
-3.64,7.65,-3.75,8.1,8.47,154.52,8.92,155.15,8.99,9.01
-3.02,8.54,-3.16,9.2,9.06,160.53,9.72,161.05,9.81,9.86
-0.81,10.73,-0.78,11.83,10.76,175.67,11.85,176.23,12.01,12.07
0.12,9.94,0.29,11.34,9.94,180.67,11.34,181.44,11.53,11.62
0.46,9.12,0.5,10.72,9.13,182.92,10.73,182.67,10.95,11.05
0.1,8.68,-0.1,10.35,8.68,180.65,10.35,179.44,10.58,10.68
-0.33,9.42,-0.54,11.13,9.43,177.98,11.14,177.24,11.37,11.48
-0.77,8.87,-0.97,10.44,8.9,175.04,10.48,174.67,10.7,10.8
-0.74,7.78,-0.91,9.38,7.81,174.55,9.42,174.45,9.64,9.74
-1.11,7.21,-1.38,8.75,7.3,171.26,8.86,171.03,9.07,9.17
-1.11,7.59,-1.41,9.12,7.67,171.69,9.23,171.19,9.45,9.54
-0.98,7.68,-1.26,9.25,7.74,172.7,9.33,172.27,9.55,9.65
-0.67,8.02,-0.91,9.69,8.05,175.22,9.73,174.63,9.96,10.07
-0.83,8.21,-1.07,9.88,8.25,174.21,9.93,173.83,10.17,10.27
-2.11,9.2,-2.35,10.39,9.43,167.08,10.66,167.27,10.82,10.9
-2.55,9.27,-2.75,10.14,9.62,164.65,10.5,164.81,10.63,10.68
-2.58,8.67,-2.75,9.32,9.04,163.41,9.72,163.55,9.81,9.85
-2.36,7.89,-2.53,8.51,8.23,163.35,8.88,163.42,8.97,9.01
-1.05,8.61,-1.16,9.2,8.68,173.02,9.27,172.82,9.35,9.39
0.12,9.45,0.12,10.1,9.45,180.76,10.1,180.71,10.19,10.23
-1.03,9.48,-1.06,10.13,9.53,173.81,10.19,174.01,10.28,10.32
-0.25,10.1,-0.25,10.82,10.11,178.58,10.83,178.68,10.93,10.97
0.09,10.44,0.12,11.2,10.44,180.49,11.2,180.64,11.3,11.35
-0.75,10.66,-0.75,11.45,10.68,175.97,11.47,176.25,11.58,11.63
-0.54,10.5,-0.5,11.32,10.51,177.08,11.33,177.47,11.45,11.5
0.31,10.59,0.35,11.51,10.59,181.69,11.52,181.72,11.65,11.7
0.84,10.38,0.91,11.45,10.42,184.62,11.49,184.53,11.63,11.7
2.1,9.84,2.41,11.24,10.06,192.05,11.5,192.1,11.7,11.79
2.88,9.27,3.26,10.87,9.7,197.25,11.35,196.67,11.58,11.68
1.64,7.59,1.68,9.22,7.76,192.22,9.37,190.35,9.59,9.7
-1.63,8.39,-2.14,10.1,8.55,169.03,10.32,168.05,10.56,10.67
-0.89,8.61,-1.16,10.31,8.65,174.07,10.38,173.56,10.62,10.72
-0.18,8.64,-0.38,10.38,8.65,178.81,10.39,177.9,10.62,10.73
-0.27,8.39,-0.51,10.16,8.4,178.16,10.17,177.15,10.42,10.53
-0.48,7.96,-0.79,9.66,7.97,176.52,9.69,175.33,9.93,10.03
-0.89,7.14,-1.23,8.81,7.2,172.93,8.9,172.08,9.13,9.24
-1.23,6.55,-1.67,8.19,6.67,169.41,8.36,168.5,8.59,8.69
-1.35,6.37,-1.76,8.0,6.51,168.02,8.19,167.61,8.42,8.53
-2.17,7.71,-2.48,8.74,8.01,164.28,9.08,164.18,9.23,9.29
-2.39,8.91,-2.6,9.63,9.22,165.01,9.98,164.92,10.08,10.13
-2.14,8.6,-2.28,9.26,8.87,166.01,9.54,166.15,9.63,9.67
-1.99,8.27,-2.1,8.82,8.51,166.46,9.07,166.64,9.14,9.18
-1.87,7.96,-1.97,8.51,8.17,166.8,8.73,166.96,8.81,8.85
-1.15,7.78,-1.19,8.26,7.86,171.58,8.34,171.82,8.41,8.44
-1.25,7.9,-1.25,8.38,7.99,171.0,8.47,171.52,8.54,8.57
-1.4,7.21,-1.4,7.69,7.34,168.99,7.82,169.65,7.89,7.92
-1.37,7.03,-1.31,7.48,7.16,168.93,7.59,170.06,7.65,7.67
-1.72,7.4,-1.65,7.82,7.6,166.9,7.99,168.05,8.04,8.07
-2.74,8.17,-2.75,8.73,8.62,161.46,9.15,162.52,9.22,9.25
-2.63,8.76,-2.59,9.48,9.14,163.31,9.83,164.7,9.92,9.96
-0.51,10.2,-0.37,11.23,10.22,177.15,11.24,178.1,11.38,11.45
1.98,9.74,2.38,11.25,9.94,191.46,11.5,191.97,11.71,11.81
3.0,10.52,3.45,12.09,10.94,195.93,12.57,195.91,12.8,12.9
2.41,10.39,2.69,12.09,10.66,193.08,12.39,192.54,12.63,12.73
-1.54,8.43,-2.04,10.1,8.57,169.66,10.3,168.56,10.54,10.65
-1.11,8.77,-1.38,10.44,8.84,172.79,10.53,172.47,10.76,10.87
-2.4,7.46,-2.95,9.06,7.84,162.14,9.53,161.98,9.76,9.87
0.38,7.18,0.21,8.85,7.19,183.06,8.85,181.39,9.08,9.18
-0.27,6.74,-0.51,8.34,6.75,177.72,8.36,176.53,8.58,8.68
-0.61,6.78,-0.95,8.25,6.81,174.87,8.3,173.46,8.51,8.6
-1.45,7.95,-1.76,9.24,8.08,169.67,9.41,169.25,9.59,9.67
-1.85,7.78,-2.23,9.15,8.0,166.63,9.42,166.33,9.61,9.7
-1.76,8.18,-2.0,9.17,8.37,167.86,9.39,167.69,9.53,9.59
-2.42,8.47,-2.6,9.2,8.81,164.05,9.56,164.24,9.66,9.7
-2.8,7.42,-2.97,7.94,7.93,159.36,8.48,159.5,8.56,8.59
-3.02,6.09,-3.19,6.44,6.8,153.64,7.19,153.65,7.24,7.26
-2.58,6.13,-2.75,6.44,6.65,157.16,7.0,156.86,7.05,7.07
-2.89,5.85,-3.03,6.13,6.53,153.68,6.84,153.67,6.88,6.9
-3.14,5.1,-3.32,5.38,5.99,148.35,6.32,148.35,6.36,6.38
-3.27,4.14,-3.41,4.44,5.27,141.68,5.6,142.51,5.64,5.66
-3.12,5.78,-3.22,6.16,6.57,151.66,6.95,152.4,7.0,7.03
-2.77,6.78,-2.88,7.19,7.32,157.78,7.75,158.21,7.8,7.83
-2.84,7.02,-2.91,7.51,7.57,157.98,8.05,158.82,8.11,8.14
-2.52,10.15,-2.63,11.04,10.46,166.06,11.35,166.63,11.47,11.53
-0.53,10.06,-0.53,11.4,10.08,177.0,11.41,177.34,11.59,11.68
1.33,9.69,1.54,11.09,9.78,187.83,11.19,187.88,11.39,11.48
