u50,v50,u100,v100,r50,d50,r100,d100,r_log,r_lin
4.2,2.24,4.31,2.31,4.76,241.95,4.89,241.8,4.85,4.84
4.42,3.33,4.59,3.44,5.53,233.0,5.74,233.2,5.67,5.66
4.33,3.98,4.44,4.13,5.88,227.4,6.06,227.09,6.0,5.99
4.79,4.7,4.97,4.81,6.72,225.54,6.92,225.92,6.85,6.84
4.67,4.88,4.84,5.09,6.76,223.72,7.03,223.56,6.94,6.92
4.61,4.57,4.78,4.75,6.49,225.22,6.74,225.19,6.66,6.64
4.2,5.26,4.34,5.47,6.73,218.65,6.98,218.46,6.9,6.88
3.05,5.41,3.13,5.69,6.21,209.44,6.49,208.78,6.4,6.38
2.24,5.38,2.31,5.63,5.83,202.6,6.08,202.34,6.0,5.98
1.93,5.59,2.0,5.94,5.91,199.04,6.27,198.61,6.15,6.12
0.99,5.02,1.06,5.57,5.11,191.17,5.67,190.81,5.49,5.44
0.25,4.55,0.28,5.03,4.56,183.14,5.04,183.2,4.89,4.85
-0.34,4.02,-0.38,4.57,4.03,175.17,4.58,175.3,4.4,4.36
-0.98,3.39,-1.16,4.1,3.53,163.86,4.26,164.24,4.02,3.97
-0.98,3.57,-1.22,4.32,3.7,164.63,4.49,164.22,4.23,4.17
-0.34,3.09,-0.41,3.6,3.11,173.73,3.62,173.55,3.45,3.41
-0.18,3.34,-0.31,3.75,3.34,176.95,3.77,175.22,3.63,3.6
-0.53,3.75,-0.59,4.16,3.78,172.0,4.2,171.87,4.07,4.03
-0.83,3.23,-1.03,3.91,3.33,165.59,4.05,165.21,3.82,3.76
-0.62,3.3,-0.78,4.01,3.36,169.44,4.08,168.94,3.85,3.79
-0.89,3.67,-1.16,4.51,3.77,166.33,4.65,165.58,4.37,4.3
-1.37,4.44,-1.44,4.81,4.64,162.89,5.02,163.38,4.9,4.87
-2.12,4.07,-2.25,4.35,4.59,152.54,4.89,152.61,4.8,4.77
-2.08,4.26,-2.25,4.5,4.74,153.97,5.03,153.43,4.94,4.91
-1.73,5.07,-1.94,5.28,5.36,161.15,5.63,159.84,5.54,5.52
-1.77,5.7,-2.0,5.91,5.96,162.76,6.24,161.28,6.15,6.13
-1.2,6.85,-1.41,7.09,6.95,170.02,7.23,168.78,7.14,7.12
-1.17,7.28,-1.41,7.56,7.38,170.89,7.69,169.46,7.59,7.57
-1.79,7.87,-2.03,8.19,8.07,167.17,8.44,166.06,8.32,8.29
-2.61,7.22,-2.91,7.47,7.68,160.16,8.02,158.72,7.91,7.88
-3.13,7.37,-3.44,7.66,8.01,156.98,8.39,155.81,8.27,8.24
-3.41,7.44,-3.75,7.75,8.18,155.37,8.61,154.17,8.47,8.44
-4.37,6.59,-4.75,6.94,7.91,146.42,8.41,145.59,8.25,8.21
-4.93,6.15,-5.41,6.53,7.88,141.3,8.48,140.38,8.29,8.24
-4.04,6.07,-4.69,6.75,7.29,146.34,8.22,145.22,7.92,7.85
-4.61,5.59,-5.7,6.51,7.24,140.45,8.65,138.8,8.2,8.09
-5.22,4.62,-6.64,5.47,6.97,131.53,8.6,129.52,8.08,7.95
-5.4,3.92,-6.95,4.57,6.67,125.97,8.32,123.31,7.79,7.66
-5.89,3.14,-7.54,3.72,6.67,118.08,8.41,116.26,7.85,7.72
-5.6,2.71,-7.36,3.19,6.22,115.84,8.02,113.44,7.44,7.3
-5.88,2.5,-7.61,2.97,6.39,113.03,8.17,111.34,7.59,7.45
-5.98,1.6,-7.67,1.91,6.18,104.96,7.9,103.97,7.35,7.22
-5.57,1.64,-7.26,1.78,5.81,106.41,7.48,103.78,6.94,6.81
-5.75,0.84,-7.58,0.81,5.81,98.3,7.62,96.11,7.04,6.9
-5.78,0.22,-7.61,0.03,5.78,92.21,7.61,90.22,7.02,6.88
-5.46,-0.7,-6.0,-0.94,5.51,82.65,6.08,81.11,5.89,5.85
-4.23,-1.05,-4.34,-1.16,4.36,76.02,4.49,75.09,4.45,4.44
-3.08,-1.55,-3.16,-1.69,3.45,63.24,3.58,61.85,3.54,3.53
-1.5,-2.55,-1.5,-2.66,2.96,30.44,3.05,29.45,3.02,3.02
-0.9,-3.12,-0.91,-3.25,3.24,16.14,3.37,15.57,3.33,3.32
-0.47,-2.95,-0.44,-3.09,2.99,9.11,3.13,8.05,3.08,3.07
